username,created_date,age,gender,city,state,rating,activity_name,title,activity_text,offline_reach,facebook_reach,twitter_reach
mel98942,5/12/2013,36,f,Selah,WA,4,Race to Review Energy Blends,"Great taste, great natural energy","I got a sample of PowerBar Performane Energy Blends from Bzzagent and my 14 year old son and I tried them to see how they would taste and how we would feel during and after a workout. My son thought it tasted a little like the consistancy of applesauce with berry flavor. He liked the flavor overall and did notice more energy during his tennis practice. Overall he said he would want me to buy them for him. I did like the taset slightly, it was ok, just nothing over the top but I did notice after my 5 mile run, I did seem to have more energy and was not as hungry for food or as thirsty afterwards. I would overall recomend. The product says it will increase energy in performance 20-50 percent and I can see that. ",,,
piiinkberry,5/12/2013,25,f,Irving,TX,4,Race to Review Energy Blends,"Quick, no mess refuel!","This was a nice little treat this past month, it is amazing how easy it is to carry because of its neat little packaging. It has a lot for size & I absolutely love that it is made from real fruits! I have already purchased more of these on my own! THank you Bzz!!!",,,
JenniferStults,5/12/2013,41,f,Huntington,IN,4,Race to Review Energy Blends,PowerBar® Performance Energy Blends,Hubby tried these today and said they were good. Had a good flavor and kept him pumped up for his workouts. Must be good then because he is pretty picky!,,381,
blossemm,5/12/2013,38,f,Chicago,IL,5,Race to Review Energy Blends,lazyme no more,this product really gave me what I needed for a high energy kick boxing match> Heres the details an buzz i shared with friends Hi perfomance  C2 max fruity flavors convient to carry and tasty,,,
psavol,5/12/2013,41,f,Northfield,OH,1,Race to Review Energy Blends,YUCKIE!  Like baby food,My boys are so into sports and we decided we would try this when it mattered...right before an event.  One taste & we all had scrunched up noses.  Consistency was like paste & the taste was like horrible baby food.  We will not be buying these.  Not a hit with the kids or adults!,,,
jlr0101,5/12/2013,38,f,Gates Mills,OH,5,Race to Review Energy Blends,Delicious!,"Both my husband and I tried these - they are the perfect pre-workout snack, and they're surprisingly yummy!  I love that they just have a couple ingredients, and are easy to digest.  Highly recommended!",,,
tkucky,5/12/2013,47,f,South Whitley,IN,5,Race to Review Energy Blends,Yummy and Convenient,"These performance energy blends are very tasty  and convenient.  I especially like chilling them in the refrigerator!  ",,511,
Fortunesfun,5/12/2013,40,f,Bothell,WA,4,Race to Review Energy Blends,Kept me going through a tough workout,"I began to eat the Powerbar energy blends with a little trepidation, I read a review about it tasting like baby food.  About 20 minutes before my workout, I unscrewed the cap, and started to squeeze and suck the product out of the packeging.  This sounds weird but the product come out a lot easier with very little effort and cleaner than I thought it would, ideal for the middle of a race when your low on energy,  it would be very easy to use one of these Powerbar energy pouches to boost your energy without stopping.  I tried the apple mango, and would defiantly reach for this flavor again, it did have a baby food consistency, but I didn't mind that, because of the ease of use.  I'm happy to say that I had a great workout! 15, minutes of cardio to warm up, an hour of weights, then finished with 45 minutes of interval training on the treadmill, I felt good all throughout the workout!  I received 2 samples in my Bzz kit, I'm wishing it was more now, because I'm curious to see if I just had a good day at the gym or if the Powerbar energy blend really helped, oh well, at least I have one more to try.  So far, so good!",,24,
srich915,5/12/2013,53,m,Warwick,RI,5,Race to Review Energy Blends,Fantastic Source of Energy,"All I can say is fantastic.  I work out every morning at 530 am and this past week was my first using Power Bar Energy Blends.Not only do they taste fantastic but my energy levels and work out performance greatly appreciated.  I never hit the wall during my work out and extended my aerobic activity by a full 15 mins without being overly tired.  Power Bar is a great addition to my workout regimen. ",,28,
josh5m,5/12/2013,30,m,Danville,CA,5,Race to Review Energy Blends,My Review of Powerbar Performance Energy Blends,"I had the privilege of testing these out this week while on the road for my job. Rather than try them pre or intra workout, I decided to supplement them into my day when I was most active. I am currently on a raw juice diet: I drink about 8oz of raw juiced vegetables and fruit in the morning and throughout the day as I am dropping some extra weight. Often, on busy days, I end up hungry regardless of how much juice I am drinking. Having these packs to supplement my day (1 per day) was actually beneficial. These packs gave me a quick energy source that was definitely needed.",,,5
ikoppandi,5/11/2013,45,f,Moreland Hills,OH,4,Race to Review Energy Blends,Just stick to it!  PowerBar delivers!,"The PowerBar Performance Energy blend sure got some attention in our family. Before a lacrosse game or biking the fruity power fuel is enjoyed with pleasure. Some of us like the Banana and Blueberry, but my favorite is the Apple Mango. For short periods of biking it gives a nice boost, for continuous biking if the consumption is more then 3 PowerBars, the thirst is increasing tremendously. Also I am not a big fan of sweet stuff and PowerBar for me is definitely sweet. Probably this makes me thirstier then usual. My son is loving the sweetness of PowerBar! There is a downfall of the packaging, I am not loving the ""nozzle"" at all.  It could be smoother or more rounded. The consistency is quite pleasant, smooth and creamy compared to other similar products. For continuous use in a long run it could be more expensive for some of us. All over I am rating the PowerBar Performance Energy Blend four stars! ",,,0
IEmafor,5/11/2013,31,f,Spring,TX,3,Race to Review Energy Blends,A small pick me up,"The flavor was great!  It had the consistency of a purée.  I took it before my morning run..  i did not eat anything except the product.  i usually feel a little weak after runnjng if i have not eaten, but the product seemed to give me a small boost of energy for my run, but it was nothing fantastic.",,,
kburie,5/11/2013,44,f,Krakow,WI,5,Race to Review Energy Blends,"Oh, this is good stuff!","I used the Apple Mango Strawberry blend during a windy, rainy and cold 11 mile run today.  This really does live up to all its claims.  The top was easy to open even with wet, frozen fingers, and it tasted great.  The texture was different than what I am used to in the gels I typically use - it was very like a thin applesauce.  It wasn't at all unpleasant, just unexpected.  In fact, the texture of gels is kind of scary to me, as are the ingredients in many of them.  This felt like I was eating REAL food, and that is very appealing to me.  Love the ingredients in this.  At the end of my run, I still felt good.  Not at all tired.  I will definitely be buying more.  ",,199,
